feature_id,reflection,bin_key,center_row,center_col,detector_x,detector_y,peak_intensity,mean_snr,n_bins,spatial_extent,reason
1,(112),0_0,0,0,109,49,49.0,24.5,4,0_0 0_1 0_2 0_3,"Gaussian-like: 100% monotonic, 4 bins"
2,(012),0_0,0,0,191,193,43.0,12.3,3,0_0 0_1 0_2,"Gaussian-like: 67% monotonic, 3 bins"
3,(001),0_0,0,0,842,971,19.0,9.4,3,0_0 0_1 0_2,"Gaussian-like: 100% monotonic, 3 bins"
4,(111),0_1,0,1,374,751,123.7,33.3,4,0_0 0_1 0_2 0_3,"Gaussian-like: 100% monotonic, 4 bins"
5,(002),0_9,0,9,483,22,13.0,7.0,6,0_10 0_11 0_6 0_7 0_8 0_9,"Gaussian-like: 54% monotonic, 6 bins"
6,(002),0_15,0,15,442,43,14.0,7.2,3,0_14 0_15 0_16,"Gaussian-like: 100% monotonic, 3 bins"
7,(002),0_23,0,23,209,707,17.0,8.8,3,0_22 0_23 1_22,"Gaussian-like: 67% monotonic, 3 bins"
8,ITO,0_30,0,30,102,640,12.0,6.4,4,0_29 0_30 0_31 0_32,"Gaussian-like: 60% monotonic, 4 bins"
9,ITO,0_36,0,36,102,642,16.0,7.8,4,0_34 0_35 0_36 0_37,"Gaussian-like: 60% monotonic, 4 bins"
10,(002),0_39,0,39,463,4,15.0,7.8,2,0_38 0_39,"Gaussian-like: 100% monotonic, 2 bins"
11,ITO,0_39,0,39,101,646,34.0,17.9,2,0_39 0_40,"Gaussian-like: 100% monotonic, 2 bins"
12,(001),0_42,0,42,841,964,18.0,7.5,12,0_41 0_42 0_43 1_38 1_40 1_43 2_39 3_38 3_39 3_40 3_42 4_41,"Gaussian-like: 65% monotonic, 12 bins"
13,(002),0_44,0,44,463,7,12.0,7.1,2,0_44 0_45,"Gaussian-like: 100% monotonic, 2 bins"
14,(002),0_51,0,51,462,11,35.8,12.3,4,0_48 0_49 0_50 0_51,"Gaussian-like: 67% monotonic, 4 bins"
15,ITO,1_9,1,9,104,1002,24.6,8.0,2,0_9 1_9,"Gaussian-like: 100% monotonic, 2 bins"
16,(012),1_24,1,24,70,550,125.0,23.8,12,0_21 0_22 0_23 0_24 0_25 0_26 1_21 1_22 1_23 1_24 1_25 1_26,"Gaussian-like: 78% monotonic, 12 bins"
17,ITO,1_24,1,24,98,743,13.5,4.4,2,0_24 1_24,"Gaussian-like: 100% monotonic, 2 bins"
18,ITO,1_29,1,29,97,747,53.7,10.7,7,0_27 0_28 0_29 1_26 1_27 1_28 1_29,"Gaussian-like: 65% monotonic, 7 bins"
19,(001),1_38,1,38,962,402,20.0,12.5,2,1_38 1_39,"Gaussian-like: 100% monotonic, 2 bins"
20,(111),1_57,1,57,371,748,264.0,36.2,89,0_36 0_37 0_38 0_39 0_40 0_41 0_42 0_43 0_44 0_45 0_46 0_47 0_48 0_49 0_50 0_51 0_52 1_37 1_38 1_39 1_40 1_41 1_42 1_43 1_44 1_45 1_46 1_47 1_48 1_49 1_50 1_51 1_52 1_53 1_54 1_55 1_56 1_57 1_58 1_59 1_60 1_61 1_62 1_63 1_64 1_65 2_36 2_37 2_38 2_39 2_40 2_41 2_42 2_43 2_44 2_45 2_46 2_47 2_48 2_49 2_50 2_51 2_52 2_53 2_54 2_55 2_56 2_57 2_58 2_59 2_60 2_61 2_62 3_50 3_51 3_52 3_53 3_54 3_55 3_56 3_57 3_58 3_59 3_60 3_61 3_62 3_63 4_57 5_57,"Gaussian-like: 52% monotonic, 89 bins"
21,(001),1_57,1,57,841,969,30.0,10.3,22,0_45 0_46 0_47 0_49 0_51 0_52 1_45 1_46 1_47 1_48 1_49 1_50 1_51 1_52 1_53 1_54 1_55 1_56 1_57 1_58 1_59 1_60,"Gaussian-like: 56% monotonic, 22 bins"
22,(111),3_4,3,4,464,325,56.5,11.9,18,0_2 0_3 0_4 0_5 0_6 1_1 1_2 2_0 2_4 2_5 3_0 3_1 3_2 3_3 3_4 3_5 4_4 4_5,"Gaussian-like: 65% monotonic, 18 bins"
23,(012),3_7,3,7,192,247,33.5,8.5,2,3_6 3_7,"Gaussian-like: 100% monotonic, 2 bins"
24,(111),3_9,3,9,385,1021,6077.5,540.1,137,0_0 0_1 0_10 0_11 0_12 0_13 0_14 0_15 0_16 0_17 0_18 0_2 0_3 0_4 0_5 0_6 0_7 0_8 0_9 1_0 1_1 1_10 1_11 1_12 1_13 1_14 1_15 1_16 1_17 1_18 1_19 1_2 1_20 1_3 1_4 1_5 1_6 1_7 1_8 1_9 2_0 2_1 2_10 2_11 2_12 2_13 2_14 2_15 2_16 2_18 2_2 2_3 2_4 2_5 2_6 2_7 2_8 2_9 3_0 3_1 3_10 3_11 3_12 3_13 3_14 3_15 3_16 3_2 3_3 3_4 3_5 3_6 3_7 3_8 3_9 4_0 4_1 4_10 4_11 4_12 4_13 4_2 4_3 4_4 4_7 4_8 4_9 5_0 5_1 5_10 5_11 5_12 5_13 5_2 5_3 5_4 5_5 5_6 5_7 5_8 5_9 6_0 6_1 6_10 6_11 6_2 6_3 6_4 6_5 6_6 6_7 6_8 6_9 7_0 7_1 7_10 7_2 7_3 7_4 7_5 7_6 7_7 7_8 7_9 8_0 8_1 8_2 8_3 8_4 8_5 8_6 8_7 8_8 8_9 9_6 9_7 9_8,"Gaussian-like: 71% monotonic, 137 bins"
25,(012),3_21,3,21,83,1057,619.0,51.9,140,0_12 0_13 0_14 0_15 0_16 0_17 0_18 0_19 0_20 0_21 0_22 0_23 0_24 10_12 10_13 10_14 10_15 10_16 10_17 10_18 10_19 11_13 11_14 11_15 11_16 11_17 11_18 11_19 12_13 12_14 12_15 12_16 12_17 12_18 12_19 12_20 13_13 13_14 13_15 13_16 13_17 14_14 14_15 14_16 14_17 14_18 15_14 15_16 16_14 1_13 1_14 1_15 1_16 1_17 1_18 1_19 1_20 1_21 1_22 1_23 1_24 2_10 2_11 2_12 2_13 2_14 2_15 2_16 2_17 2_18 2_19 2_20 2_21 3_12 3_13 3_14 3_15 3_16 3_17 3_18 3_19 3_20 3_21 3_22 4_12 4_13 4_14 4_15 4_16 4_17 4_18 4_19 4_20 4_21 5_12 5_13 5_14 5_15 5_16 5_17 5_18 5_19 5_20 5_21 6_13 6_14 6_15 6_16 6_17 6_18 6_19 6_20 6_21 7_12 7_13 7_14 7_15 7_16 7_17 7_18 7_19 7_20 8_12 8_13 8_14 8_15 8_16 8_17 8_18 8_19 8_20 9_12 9_13 9_14 9_15 9_16 9_17 9_18 9_19 9_20,"Gaussian-like: 79% monotonic, 140 bins"
26,(111),3_24,3,24,443,337,48.7,9.5,6,3_21 3_22 3_23 3_24 4_23 4_24,"Gaussian-like: 79% monotonic, 6 bins"
27,(001),3_34,3,34,946,404,21.0,7.5,18,1_32 1_34 1_35 2_30 2_31 2_32 2_33 2_34 3_30 3_31 3_32 3_33 3_34 4_30 4_31 4_32 4_33 4_34,"Gaussian-like: 52% monotonic, 18 bins"
28,ITO,3_35,3,35,92,925,58.6,9.8,10,0_35 1_34 2_34 3_30 3_31 3_32 3_33 3_34 3_35 4_34,"Gaussian-like: 70% monotonic, 10 bins"
29,ITO,3_35,3,35,103,936,78.5,9.0,12,2_35 3_27 3_28 3_29 3_30 3_31 3_32 3_33 3_34 3_35 4_34 4_35,"Gaussian-like: 71% monotonic, 12 bins"
30,(001),3_38,3,38,818,716,759.0,49.2,385,0_37 0_40 10_19 10_20 10_21 10_22 10_23 10_24 10_25 10_26 10_27 10_28 10_29 10_30 10_31 10_32 10_33 10_34 10_35 10_36 10_37 10_38 10_39 10_40 11_20 11_21 11_22 11_23 11_24 11_25 11_26 11_27 11_28 11_29 11_30 11_31 11_32 11_33 11_34 11_35 11_36 11_37 11_38 11_39 11_40 12_19 12_20 12_21 12_22 12_23 12_24 12_25 12_26 12_27 12_28 12_29 12_30 12_31 12_32 12_33 12_34 12_35 12_36 12_37 12_38 12_39 12_40 13_20 13_21 13_22 13_23 13_24 13_25 13_26 13_27 13_28 13_29 13_30 13_31 13_32 13_33 13_34 13_35 13_36 13_37 13_38 13_39 13_40 14_27 14_29 14_30 14_31 14_33 14_34 14_35 14_36 14_37 14_38 14_39 14_40 15_31 15_33 15_34 15_35 15_37 15_38 15_39 15_40 16_33 16_35 16_36 16_37 16_38 16_39 16_40 17_33 17_35 17_36 17_37 17_38 17_39 17_40 18_36 18_37 18_38 18_39 19_33 19_36 19_37 19_38 19_39 19_40 1_19 1_21 1_22 1_23 1_24 1_25 1_26 1_27 1_28 1_29 1_30 1_31 1_32 1_33 1_34 1_35 1_36 1_37 1_38 1_39 1_40 1_41 1_42 1_43 20_34 20_35 20_36 20_37 20_38 20_39 20_40 21_30 21_31 21_32 21_33 21_34 21_35 21_36 21_37 21_38 21_39 21_40 22_33 22_36 22_37 22_38 22_39 22_40 23_33 23_35 23_36 23_37 23_38 23_39 23_40 24_38 2_15 2_16 2_17 2_18 2_19 2_20 2_21 2_22 2_23 2_24 2_25 2_26 2_27 2_28 2_29 2_30 2_31 2_32 2_33 2_34 2_35 2_36 2_37 2_38 2_39 2_40 2_41 3_17 3_18 3_19 3_20 3_21 3_22 3_23 3_24 3_25 3_26 3_27 3_28 3_29 3_30 3_31 3_32 3_33 3_34 3_35 3_36 3_37 3_38 3_39 3_40 3_41 3_42 4_17 4_18 4_19 4_20 4_21 4_22 4_23 4_24 4_25 4_26 4_27 4_28 4_29 4_30 4_31 4_32 4_33 4_34 4_35 4_36 4_37 4_38 4_39 4_40 4_41 4_42 5_17 5_18 5_19 5_20 5_21 5_22 5_23 5_24 5_25 5_26 5_27 5_28 5_29 5_30 5_31 5_32 5_33 5_34 5_35 5_36 5_37 5_38 5_39 5_40 5_41 6_18 6_19 6_20 6_21 6_22 6_23 6_24 6_25 6_26 6_27 6_28 6_29 6_30 6_31 6_32 6_33 6_34 6_35 6_36 6_37 6_38 6_39 6_40 6_41 7_19 7_20 7_21 7_22 7_23 7_24 7_25 7_26 7_27 7_28 7_29 7_30 7_31 7_32 7_33 7_34 7_35 7_36 7_37 7_38 7_39 7_40 7_41 8_18 8_19 8_20 8_21 8_22 8_23 8_24 8_25 8_26 8_27 8_28 8_29 8_30 8_31 8_32 8_33 8_34 8_35 8_36 8_37 8_38 8_39 8_40 9_19 9_20 9_21 9_22 9_23 9_24 9_25 9_26 9_27 9_28 9_29 9_30 9_31 9_32 9_33 9_34 9_35 9_36 9_37 9_38 9_39 9_40 9_41,"Gaussian-like: 72% monotonic, 385 bins"
31,(001),3_44,3,44,840,966,15.0,7.8,4,3_44 3_45 3_46 4_46,"Gaussian-like: 100% monotonic, 4 bins"
32,(001),3_48,3,48,840,968,11.0,7.2,3,3_48 3_49 4_48,"Gaussian-like: 50% monotonic, 3 bins"
33,(001),3_57,3,57,840,970,20.0,9.1,19,3_51 3_52 3_53 3_54 3_55 3_56 3_57 3_58 3_59 3_60 3_61 3_62 4_55 5_51 5_52 5_53 5_54 5_55 5_56,"Gaussian-like: 62% monotonic, 19 bins"
34,(012),3_71,3,71,132,336,70.0,35.7,3,3_70 3_71 3_72,"Gaussian-like: 100% monotonic, 3 bins"
35,(001),3_72,3,72,821,722,273.0,118.7,3,3_70 3_71 3_72,"Gaussian-like: 100% monotonic, 3 bins"
36,(001),4_0,4,0,849,559,34.0,11.9,7,3_0 3_1 3_2 4_0 4_1 4_2 5_0,"Gaussian-like: 61% monotonic, 7 bins"
37,ITO,4_10,4,10,164,338,37.6,9.0,4,3_10 4_10 4_8 4_9,"Gaussian-like: 100% monotonic, 4 bins"
38,(002),4_16,4,16,442,44,31.0,8.6,4,3_15 3_16 4_15 4_16,"Gaussian-like: 60% monotonic, 4 bins"
39,(012),4_44,4,44,53,928,139.0,14.8,43,3_33 3_36 3_40 3_41 3_42 3_43 3_44 3_45 3_46 4_25 4_26 4_27 4_28 4_29 4_30 4_31 4_32 4_33 4_34 4_35 4_36 4_37 4_38 4_39 4_40 4_41 4_42 4_43 4_44 4_45 4_46 5_34 5_36 5_37 5_38 5_39 5_40 5_41 5_42 5_43 5_44 5_45 5_46,"Gaussian-like: 68% monotonic, 43 bins"
40,(111),5_55,5,55,370,751,16.3,9.2,2,5_54 5_55,"Gaussian-like: 100% monotonic, 2 bins"
41,(112),5_56,5,56,104,46,225.0,44.5,321,0_37 0_38 0_39 0_40 0_41 0_42 0_43 0_44 0_45 0_46 0_47 0_48 0_49 0_50 0_51 0_52 10_38 10_39 10_40 10_41 10_42 10_43 10_44 10_45 10_46 10_47 10_48 10_49 10_50 10_51 10_52 10_53 10_54 10_55 10_56 10_57 10_58 10_59 10_60 10_61 10_62 11_42 11_43 11_44 11_45 11_46 11_47 11_48 11_49 11_50 11_51 11_52 11_53 11_54 11_55 11_56 11_57 11_58 11_59 11_60 11_61 11_62 1_37 1_38 1_39 1_40 1_41 1_42 1_43 1_44 1_45 1_46 1_47 1_48 1_49 1_50 1_51 1_52 1_53 1_54 1_55 1_56 1_57 1_58 1_59 1_60 1_61 1_62 1_63 1_64 1_65 2_34 2_35 2_36 2_37 2_38 2_39 2_40 2_41 2_42 2_43 2_44 2_45 2_46 2_47 2_48 2_49 2_50 2_51 2_52 2_53 2_54 2_55 2_56 2_57 2_58 2_59 2_60 2_61 2_62 3_36 3_37 3_38 3_39 3_40 3_41 3_42 3_43 3_44 3_45 3_46 3_47 3_48 3_49 3_50 3_51 3_52 3_53 3_54 3_55 3_56 3_57 3_58 3_59 3_60 3_61 3_62 3_63 3_64 3_65 3_66 3_67 3_68 3_69 3_70 3_71 3_72 4_36 4_37 4_38 4_39 4_40 4_41 4_42 4_43 4_44 4_45 4_46 4_47 4_48 4_49 4_50 4_51 4_52 4_53 4_54 4_55 4_56 4_57 4_58 4_59 4_60 4_61 4_62 5_36 5_37 5_38 5_39 5_40 5_41 5_42 5_43 5_44 5_45 5_46 5_47 5_48 5_49 5_50 5_51 5_52 5_53 5_54 5_55 5_56 5_57 5_58 5_59 5_60 5_61 5_62 5_63 6_35 6_36 6_37 6_38 6_39 6_40 6_41 6_42 6_43 6_44 6_45 6_46 6_47 6_48 6_49 6_50 6_51 6_52 6_53 6_54 6_55 6_56 6_57 6_58 6_59 6_60 6_61 6_62 7_35 7_36 7_37 7_38 7_39 7_40 7_41 7_42 7_43 7_44 7_45 7_46 7_47 7_48 7_49 7_50 7_51 7_52 7_53 7_54 7_55 7_56 7_57 7_58 7_59 7_60 7_61 7_62 8_36 8_37 8_38 8_39 8_40 8_41 8_42 8_43 8_44 8_45 8_46 8_47 8_48 8_49 8_50 8_51 8_52 8_53 8_54 8_55 8_56 8_57 8_58 8_59 8_60 8_61 8_62 9_37 9_38 9_39 9_40 9_41 9_42 9_43 9_44 9_45 9_46 9_47 9_48 9_49 9_50 9_51 9_52 9_53 9_54 9_55 9_56 9_57 9_58 9_59 9_60 9_61 9_62,"Gaussian-like: 68% monotonic, 321 bins"
42,(111),6_0,6,0,479,320,83.8,20.0,6,4_0 4_1 5_0 5_1 6_0 7_0,"Gaussian-like: 93% monotonic, 6 bins"
43,(002),6_11,6,11,205,701,30.0,6.3,5,6_10 6_11 6_9 7_10 7_11,"Gaussian-like: 56% monotonic, 5 bins"
44,(001),6_24,6,24,960,385,614.0,74.1,369,0_10 0_11 0_12 0_13 0_14 0_15 0_16 0_17 0_18 0_19 0_20 0_21 0_22 0_23 0_24 0_25 0_3 0_33 0_34 0_35 0_36 0_4 0_5 0_6 0_7 0_8 0_9 10_10 10_11 10_12 10_13 10_14 10_15 10_16 10_17 10_18 10_19 10_20 10_21 10_22 10_23 10_24 10_25 10_4 10_5 10_6 10_7 10_8 10_9 11_10 11_11 11_13 11_14 11_15 11_16 11_17 11_18 11_19 11_20 11_21 11_22 11_23 11_24 11_5 11_6 11_8 11_9 12_10 12_11 12_12 12_13 12_14 12_15 12_16 12_17 12_18 12_19 12_20 12_21 12_22 12_23 12_24 12_25 12_4 12_5 12_6 12_7 12_8 12_9 13_10 13_11 13_12 13_13 13_14 13_15 13_16 13_17 13_18 13_19 13_20 13_21 13_22 13_23 13_24 13_4 13_5 13_6 13_7 13_8 13_9 14_12 14_13 14_14 14_15 14_16 14_17 14_18 14_19 14_20 14_21 14_22 14_23 14_24 14_4 14_6 14_7 14_8 14_9 1_1 1_10 1_11 1_12 1_13 1_14 1_15 1_16 1_17 1_18 1_19 1_2 1_20 1_21 1_22 1_23 1_24 1_25 1_26 1_27 1_28 1_29 1_3 1_33 1_34 1_35 1_36 1_4 1_5 1_6 1_7 1_8 1_9 2_0 2_1 2_10 2_11 2_12 2_13 2_14 2_15 2_16 2_17 2_18 2_19 2_2 2_20 2_21 2_22 2_23 2_24 2_25 2_26 2_3 2_30 2_31 2_32 2_34 2_35 2_36 2_4 2_5 2_6 2_7 2_8 2_9 3_10 3_11 3_12 3_13 3_14 3_15 3_16 3_17 3_18 3_19 3_2 3_20 3_21 3_22 3_23 3_24 3_25 3_26 3_3 3_35 3_36 3_4 3_5 3_6 3_7 3_8 3_9 4_10 4_11 4_12 4_13 4_14 4_15 4_16 4_17 4_18 4_19 4_2 4_20 4_21 4_22 4_23 4_24 4_25 4_26 4_3 4_4 4_5 4_6 4_7 4_8 4_9 5_1 5_10 5_11 5_12 5_13 5_14 5_15 5_16 5_17 5_18 5_19 5_2 5_20 5_21 5_22 5_23 5_24 5_25 5_26 5_3 5_4 5_5 5_6 5_7 5_8 5_9 6_1 6_10 6_11 6_12 6_13 6_14 6_15 6_16 6_17 6_18 6_19 6_2 6_20 6_21 6_22 6_23 6_24 6_25 6_26 6_3 6_4 6_5 6_6 6_7 6_8 6_9 7_10 7_11 7_12 7_13 7_14 7_15 7_16 7_17 7_18 7_19 7_2 7_20 7_21 7_22 7_23 7_24 7_25 7_26 7_3 7_4 7_5 7_6 7_7 7_8 7_9 8_10 8_11 8_12 8_13 8_14 8_15 8_16 8_17 8_18 8_19 8_20 8_21 8_22 8_23 8_24 8_25 8_26 8_3 8_4 8_5 8_6 8_7 8_8 8_9 9_10 9_11 9_12 9_13 9_14 9_15 9_16 9_17 9_18 9_19 9_20 9_21 9_22 9_23 9_24 9_25 9_4 9_5 9_6 9_7 9_8 9_9,"Gaussian-like: 57% monotonic, 369 bins"
45,ITO,6_24,6,24,159,377,25.5,7.2,2,6_24 6_25,"Gaussian-like: 100% monotonic, 2 bins"
46,(012),6_37,6,37,131,329,399.0,32.4,265,0_21 0_22 0_23 0_25 0_26 0_27 0_30 0_31 0_32 0_33 0_34 0_35 0_36 0_37 0_38 0_39 0_40 10_21 10_23 10_24 10_25 10_26 10_27 10_28 10_29 10_30 10_31 10_32 10_33 10_34 10_35 10_36 10_37 10_38 11_21 11_24 11_25 11_26 11_27 11_28 11_29 11_30 11_32 11_33 11_34 11_35 11_36 11_37 11_38 12_37 12_38 1_18 1_19 1_20 1_21 1_22 1_23 1_24 1_25 1_26 1_27 1_28 1_29 1_30 1_31 1_32 1_33 1_34 1_35 1_36 1_37 1_38 1_39 1_40 1_41 1_42 1_43 2_16 2_17 2_18 2_19 2_20 2_21 2_22 2_23 2_24 2_25 2_26 2_27 2_28 2_29 2_30 2_31 2_32 2_33 2_34 2_35 2_36 2_37 2_38 2_39 2_40 2_41 3_17 3_18 3_19 3_20 3_21 3_22 3_23 3_24 3_25 3_26 3_27 3_28 3_29 3_30 3_31 3_32 3_33 3_34 3_35 3_36 3_37 3_38 3_39 3_40 4_18 4_19 4_20 4_21 4_22 4_23 4_24 4_25 4_26 4_27 4_28 4_29 4_30 4_31 4_32 4_33 4_34 4_35 4_36 4_37 4_38 4_39 4_40 5_18 5_19 5_20 5_21 5_22 5_23 5_24 5_25 5_26 5_27 5_28 5_29 5_30 5_31 5_32 5_33 5_34 5_35 5_36 5_37 5_38 5_39 5_40 6_17 6_18 6_19 6_20 6_21 6_22 6_23 6_24 6_25 6_26 6_27 6_28 6_29 6_30 6_31 6_32 6_33 6_34 6_35 6_36 6_37 6_38 6_39 6_40 7_17 7_18 7_19 7_20 7_21 7_22 7_23 7_24 7_25 7_26 7_27 7_28 7_29 7_30 7_31 7_32 7_33 7_34 7_35 7_36 7_37 7_38 7_39 7_40 8_17 8_18 8_19 8_20 8_21 8_22 8_23 8_24 8_25 8_26 8_27 8_28 8_29 8_30 8_31 8_32 8_33 8_34 8_35 8_36 8_37 8_38 8_39 9_18 9_20 9_21 9_22 9_23 9_24 9_25 9_26 9_27 9_28 9_29 9_30 9_31 9_32 9_33 9_34 9_35 9_36 9_37 9_38 9_39,"Gaussian-like: 63% monotonic, 265 bins"
47,ITO,7_28,7,28,98,571,24.8,7.3,2,6_28 7_28,"Gaussian-like: 100% monotonic, 2 bins"
48,ITO,7_28,7,28,102,589,36.7,9.2,2,7_28 7_29,"Gaussian-like: 100% monotonic, 2 bins"
49,(111),7_53,7,53,361,738,13.3,7.2,6,7_52 7_53 8_51 8_52 8_53 9_53,"Gaussian-like: 93% monotonic, 6 bins"
50,(111),7_58,7,58,362,740,19.4,6.6,2,7_58 8_58,"Gaussian-like: 100% monotonic, 2 bins"
51,(001),8_12,8,12,874,505,24.0,9.4,10,3_11 3_12 4_12 5_12 6_11 6_12 7_11 7_12 8_11 8_12,"Gaussian-like: 67% monotonic, 10 bins"
52,(001),8_32,8,32,877,509,28.0,9.1,54,0_32 10_30 10_31 10_32 10_33 10_34 10_35 11_31 11_32 11_33 11_34 11_35 12_32 1_31 1_32 1_33 2_32 3_31 3_32 3_34 4_31 4_32 4_33 5_31 5_32 5_33 5_34 6_31 6_32 6_33 6_34 6_35 7_30 7_31 7_32 7_33 7_34 7_35 8_27 8_29 8_30 8_31 8_32 8_33 8_34 8_35 8_36 9_28 9_30 9_31 9_32 9_33 9_34 9_35,"Gaussian-like: 65% monotonic, 54 bins"
53,(111),9_0,9,0,477,321,23.0,6.4,3,10_0 11_0 9_0,"Gaussian-like: 100% monotonic, 3 bins"
54,ITO,9_2,9,2,108,1035,26.9,7.5,2,10_1 9_2,"Gaussian-like: 100% monotonic, 2 bins"
55,ITO,9_2,9,2,103,1020,24.9,6.8,2,10_1 9_2,"Gaussian-like: 100% monotonic, 2 bins"
56,(002),9_8,9,8,208,700,21.0,5.7,2,9_7 9_8,"Gaussian-like: 100% monotonic, 2 bins"
